Consolidated List of Names subject to the Regulations Establishing a List of Entities made under subsection 83.05(1) of the Criminal Code or the Regulations Implementing the United Nations Resolutions 			
on the Suppression of Terrorism or the United Nations Al-Qaida and Taliban Regulations			
PART B – ENTITIES (other than individuals) (download version)1			
"(Names added to the list in October, 2009 are in bold)."			
ID #2	Entity	Address/Other Information	Basis3 (UNSC = United Nations Security Council; RIUNRST = Regulations Implementing the United Nations Resolutions on the Suppression of Terrorism; CC = Criminal Code)
142.00	Comité de bienfaisance et de secours aux Palestiniens (CBSP)		"RIUNRST (September 12, 2003); RIUNRST (June 23, 2006)"
143.00	Association de secours palestinien (ASP)		"RIUNRST (September 12, 2003); RIUNRST (June 23, 2006)"
144.00	Palestinian Relief and Development Fund (Interpal)		"RIUNRST (September 12, 2003); RIUNRST (June 23, 2006)"
145.00	Sanabil Association for Relief and Development		"RIUNRST (September 12, 2003); RIUNRST (June 23, 2006)"
146.00	Al-Aqsa Foundation		"RIUNRST (September 12, 2003); RIUNRST (June 23, 2006)"
147.00	Djamat Houmat Daawa Salafia (DHDS)	Address: Located in western Algeria; Other information: A branch of GIA (listed under permanent reference number QE.A.6.01.) formed as a result of the break that occurred in 1996 when Afghanistan veteran Kada Benchikha Larbi decided to oppose the head of GIA.  Estimated in Nov. 2007 to comprise approx. 50 members.	"UNSC (November 11, 2003); UNSC (November 26, 2004); UNSC (April 7, 2008)"
147.01	El-Ahouel	Address: Located in western Algeria; Other information: A branch of GIA (listed under permanent reference number QE.A.6.01.) formed as a result of the break that occurred in 1996 when Afghanistan veteran Kada Benchikha Larbi decided to oppose the head of GIA.  Estimated in Nov. 2007 to comprise approx. 50 members.	"UNSC (November 11, 2003); UNSC (November 26, 2004); UNSC (April 7, 2008)"
148.00	Al-Haramain Foundation (Pakistan)	"House #279, Nazimuddin Road, F-10/1, Islamabad, Pakistan"	"UNSC (January 26, 2004)"
149.00	Al-Haramain Foundation (Indonesia)	"Jalan Laut Sulawesi Blok DII/4, Kavling Angkatan Laut Duren Sawit, Jakarta Timur 13440 Indonesia; Tel.: 021-86611265 and 021-86611266; Fax: 021-8620174; Lembaga Pelayanan Pesantren & Studi Islam, JI. Jati Padang II, No. 18-A, Jakarta Lelatan 12540 Indonisia; Tel.: 021-789-2870; Fax: 021-780-0188"	"UNSC (January 26, 2004)"
149.01	Yayasan Al-Manahil-Indonesia	"Jalan Laut Sulawesi Blok DII/4, Kavling Angkatan Laut Duren Sawit, Jakarta Timur 13440 Indonesia; Tel.: 021-86611265 and 021-86611266; Fax: 021-8620174; Lembaga Pelayanan Pesantren & Studi Islam, JI. Jati Padang II, No. 18-A, Jakarta Lelatan 12540 Indonisia; Tel.: 021-789-2870; Fax: 021-780-0188"	"UNSC (January 26, 2004)"
150.00	Al-Haramayn Foundation (Kenya)	"Nairobi, Kenya; Garissa, Kenya; Dadaab, Kenya"	"UNSC (January 26, 2004)"
151.00	Al-Haramayn Foundation (Tanzania)	"P.O. Box 3616, Dar es Salaam, Tanzania; Tanga, Tanzania; Singida"	"UNSC (January 26, 2004)"
152.00	Al Furqan	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.01	Dzemilijati Furkan	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.02	Dzem'ijjetul Furqan	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.03	Association for Citizens Rights and Resistance to Lies	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.04	Dzemijetul Furkan	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.05	Association of Citizens for the Support of Truth and Suppression of Lies	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.06	Sirat	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.07	"Association for Education, Culture and Building Society-Sirat"	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.08	"Association for Education, Cultural, and to Create Society-Sirat"	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.09	Istikamet	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.10	In Siratel	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
152.11	Citizens' Association for Support and Prevention of lies - Furqan	"30a Put Mladih Muslimana (ex. Pavia Lukaca Street), 71 000 Sarajevo, Bosnia and Herzegovina; 72 ul. Strossmajerova, Zenica, Bosnia and Herzegovina; 42 Muhameda Hadzijahica, Sarajevo, Bosnia and Herzegovina; 70 and 53 Strosmajerova Street, Zenica, Bosnia and Herzegovina; Zlatnih Ljiljana Street, Zavidovici, Bosnia and Herzegovina; Registered in Bosnia and Herzegovina as a citizens’ association under the name of “Citizens’ Association for Support and Prevention of lies – Furqan” on 26 Sep. 1997. Al Furqan ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision number 03-054-286/97 dated 8 Nov. 2002). Al Furqan was no longer in existence as at Dec. 2008"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
153.00	Taibah International-Bosnia Offices	"6 Avde Smajlovic Street, Novo Sarajevo, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; 3 Velika Cilna Ulica, Visoko, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; In 2002-2004, Taibah International – Bosnia offices used premises of the Culture Home in Hadzici, Sarajevo, Bosnia and Herzegovina. The organization was officially registered in Bosnia and Herzegovina as a branch of Taibah International Aid Association under registry number 7. Taibah International – Bosnia offices ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-70/03)"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
153.01	Taibah International Aid Agency	"6 Avde Smajlovic Street, Novo Sarajevo, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; 3 Velika Cilna Ulica, Visoko, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; In 2002-2004, Taibah International – Bosnia offices used premises of the Culture Home in Hadzici, Sarajevo, Bosnia and Herzegovina. The organization was officially registered in Bosnia and Herzegovina as a branch of Taibah International Aid Association under registry number 7. Taibah International – Bosnia offices ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-70/03)"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
153.02	Taibah International Aid Association	"6 Avde Smajlovic Street, Novo Sarajevo, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; 3 Velika Cilna Ulica, Visoko, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; In 2002-2004, Taibah International – Bosnia offices used premises of the Culture Home in Hadzici, Sarajevo, Bosnia and Herzegovina. The organization was officially registered in Bosnia and Herzegovina as a branch of Taibah International Aid Association under registry number 7. Taibah International – Bosnia offices ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-70/03)"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
153.03	"Al Taibah, Intl."	"6 Avde Smajlovic Street, Novo Sarajevo, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; 3 Velika Cilna Ulica, Visoko, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; In 2002-2004, Taibah International – Bosnia offices used premises of the Culture Home in Hadzici, Sarajevo, Bosnia and Herzegovina. The organization was officially registered in Bosnia and Herzegovina as a branch of Taibah International Aid Association under registry number 7. Taibah International – Bosnia offices ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-70/03)"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
153.04	Taibah International Aide Association	"6 Avde Smajlovic Street, Novo Sarajevo, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; 3 Velika Cilna Ulica, Visoko, Bosnia and Herzegovina; 26 Tabhanska Street, Visoko, Bosnia and Herzegovina; In 2002-2004, Taibah International – Bosnia offices used premises of the Culture Home in Hadzici, Sarajevo, Bosnia and Herzegovina. The organization was officially registered in Bosnia and Herzegovina as a branch of Taibah International Aid Association under registry number 7. Taibah International – Bosnia offices ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-70/03)"	"UNSC (May 11, 2004); UNSC (November 26, 2004); UNSC (March 24, 2009)"
154.00	Al-Haramain & Al Masjed Al-Aqsa Charity Foundation	"Branch Address: 2A Hasiba Brankovica, Sarajevo, Bosnia and Herzegovina; 14 Bihacka Street, Sarajevo, Bosnia and Herzegovina; 64 Potur mahala Street, Travnik, Bosnia and Herzegovina; Zenica, Boasnia and Herzegovina; Used to be officially registered in Bosnia and Herzegovina under registry number 24. Al-Haramain & Al Masjed Al-Aqsa Charity Foundation ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-203/04). It was no longer in existence as at Dec. 2008. Its premises and humanitarian activities were transferred under Government supervision to a new entity called Sretna Buducnost."	"UNSC (June 28, 2004); UNSC (November 26, 2004); UNSC (September 16, 2008); UNSC (March 24, 2009)"
154.01	Al Haramain Al Masjed Al Aqsa	"Branch Address: 2A Hasiba Brankovica, Sarajevo, Bosnia and Herzegovina; 14 Bihacka Street, Sarajevo, Bosnia and Herzegovina; 64 Potur mahala Street, Travnik, Bosnia and Herzegovina; Zenica, Boasnia and Herzegovina; Used to be officially registered in Bosnia and Herzegovina under registry number 24. Al-Haramain & Al Masjed Al-Aqsa Charity Foundation ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-203/04). It was no longer in existence as at Dec. 2008. Its premises and humanitarian activities were transferred under Government supervision to a new entity called Sretna Buducnost."	"UNSC (June 28, 2004); UNSC (November 26, 2004); UNSC (September 16, 2008); UNSC (March 24, 2009)"
154.02	Al Haramayn Al Masjid Al Aqsa	"Branch Address: 2A Hasiba Brankovica, Sarajevo, Bosnia and Herzegovina; 14 Bihacka Street, Sarajevo, Bosnia and Herzegovina; 64 Potur mahala Street, Travnik, Bosnia and Herzegovina; Zenica, Boasnia and Herzegovina; Used to be officially registered in Bosnia and Herzegovina under registry number 24. Al-Haramain & Al Masjed Al-Aqsa Charity Foundation ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-203/04). It was no longer in existence as at Dec. 2008. Its premises and humanitarian activities were transferred under Government supervision to a new entity called Sretna Buducnost."	"UNSC (June 28, 2004); UNSC (November 26, 2004); UNSC (September 16, 2008); UNSC (March 24, 2009)"
154.03	Al-Haramayn and Al Masjid Al Aqsa Charitable Foundation	"Branch Address: 2A Hasiba Brankovica, Sarajevo, Bosnia and Herzegovina; 14 Bihacka Street, Sarajevo, Bosnia and Herzegovina; 64 Potur mahala Street, Travnik, Bosnia and Herzegovina; Zenica, Boasnia and Herzegovina; Used to be officially registered in Bosnia and Herzegovina under registry number 24. Al-Haramain & Al Masjed Al-Aqsa Charity Foundation ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-203/04). It was no longer in existence as at Dec. 2008. Its premises and humanitarian activities were transferred under Government supervision to a new entity called Sretna Buducnost."	"UNSC (June 28, 2004); UNSC (November 26, 2004); UNSC (September 16, 2008); UNSC (March 24, 2009)"
154.04	Al-Harammein Al Masjed Al-Aqsa Charity Foundation	"Branch Address: 2A Hasiba Brankovica, Sarajevo, Bosnia and Herzegovina; 14 Bihacka Street, Sarajevo, Bosnia and Herzegovina; 64 Potur mahala Street, Travnik, Bosnia and Herzegovina; Zenica, Boasnia and Herzegovina; Used to be officially registered in Bosnia and Herzegovina under registry number 24. Al-Haramain & Al Masjed Al-Aqsa Charity Foundation ceased its work by decision of the Ministry of Justice of the Bosnia and Herzegovina Federation (decision on cessation of operation number 03-05-2-203/04). It was no longer in existence as at Dec. 2008. Its premises and humanitarian activities were transferred under Government supervision to a new entity called Sretna Buducnost."	"UNSC (June 28, 2004); UNSC (November 26, 2004); UNSC (September 16, 2008); UNSC (March 24, 2009)"
155.00	Al-Haramain: Afghanistan Branch	Afghanistan	"UNSC (July 6, 2004)"
156.00	Al-Haramain: Albania Branch	"Irfan Tomini Street, #58, Tirana, Albania"	"UNSC (July 6, 2004)"
157.00	Al-Haramain: Bangladesh Branch	"House 1, Road 1, S-6, Uttara, Dhaka, Bangladesh"	"UNSC (July 6, 2004)"
158.00	Al-Haramain: Ethiopia Branch	"Woreda District 24 Kebele Section 13, Addis Ababa, Ethiopia"	"UNSC (July 6, 2004)"
159.00	Al-Haramain: The Netherlands Branch	"Jan Hanzenstraat 114, 1053SV, Amsterdam, The Netherlands"	"UNSC (July 6, 2004)"
159.01	Stichting Al Haramain Humanitarian Aid	"Jan Hanzenstraat 114, 1053SV, Amsterdam, The Netherlands"	"UNSC (July 6, 2004)"
160.00	Al-Haramain Foundation (Union of the Comoros)	"B/P: 1652 Moroni, Union of the Comoros"	"UNSC (September 28, 2004)"
161.00	Al-Haramain Foundation (United States of America)	"1257 Siskiyou Blvd., Ashland, OR 97520, United States of America; 3800 Highway 99 S, Ashland, OR 97520, United States of America; 2151 Division St., Springfield, MO 65803, United States of America"	"UNSC (September 28, 2004)"
162.00	Jama'at al-Tawhid Wa'al-Jihad		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.01	al-Zarqawi network		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.02	al-Tawhid		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.03	the Monotheism and Jihad Group		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.04	Qaida of the Jihad in the Land of the Two Rivers		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.05	Al-Qaida of Jihad in the Land of the Two Rivers		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.06	The Organization of Jihad's Base in the Country of the Two Rivers		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.07	The Organization Base of Jihad/Country of the Two Rivers		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.08	The Organization Base of Jihad/Mesopotamia		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.09	Tanzim Qa'idat Al-Jihad fi Bilad al-Rafidayn		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.10	Tanzeem Qa'idat al Jihad/Bilad al Raafidaini		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.11	JTJ		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.12	AQI		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.13	Islamic State of Iraq		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
162.14	Al-Qaida in Iraq		"UNSC (October 18, 2004); UNSC (December 2, 2004); UNSC (March 5, 2009)"
163.00	Islamic Jihad Group		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.01	Jama'at al-Jihad		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.02	Libyan Society		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.03	Kazakh Jama'at		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.04	Jamaat Mojahedin		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.05	Jamiyat		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.06	Jamiat al-Jihad al-Islami		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.07	Dzhamaat Modzhakhedov		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.08	Islamic Jihad Group of Uzbekistan		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.09	al-Djihad al-Islami		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.10	Zamaat Modzhakhedov Tsentralnoy Asii		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
163.11	Islamic Jihad Union		"UNSC (June 1, 2005); UNSC (April 19, 2006); UNSC (February 20, 2008)"
164.00	Movement for Reform in Arabia	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834450"	"UNSC (July 15, 2005)"
164.01	Movement for Islamic Reform in Arabia	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834451"	"UNSC (July 15, 2005)"
164.02	MIRA	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834452"	"UNSC (July 15, 2005)"
164.03	Al Islah (Reform)	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834453"	"UNSC (July 15, 2005)"
164.04	MRA	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834454"	"UNSC (July 15, 2005)"
164.05	Al-Harakat al-Islamiyah lil-Islah	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834455"	"UNSC (July 15, 2005)"
164.06	Islamic Movement for Reform	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834456"	"UNSC (July 15, 2005)"
164.07	Movement for (Islamic) Reform in Arabia Ltd	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834457"	"UNSC (July 15, 2005)"
164.08	Movement for Reform in Arabia Ltd	"BM Box: MIRA, London WC1N 3XX, United Kingdom, Alternate Address: Safiee Suite, EBC House, Townsend Lane, London, NW9 8LL, United Kingdom; Other information: Email address: info@islah.org, Tel: 020 8452 0303, Fax: 020 8452 0808, UK Company number 03834458"	"UNSC (July 15, 2005)"
